,sample_idx,Rebuffi2021Fixing_28_10_cutmix_ddpm_autoaugment_mra4_255_is_acc,Rebuffi2021Fixing_28_10_cutmix_ddpm_autoaugment_mra4_255_is_rob4_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_autoaugment_mra4_255_pred
3620,3620,0,0,44
3621,3621,1,1,80
3622,3622,1,0,84
3623,3623,1,1,99
3624,3624,0,0,96
3625,3625,0,0,70
3626,3626,0,0,51
3627,3627,1,1,16
3628,3628,1,0,88
3629,3629,1,1,25
3630,3630,1,1,58
3631,3631,1,0,79
3632,3632,0,0,92
3633,3633,1,1,73
3634,3634,1,0,50
3635,3635,1,0,47
3636,3636,0,0,53
3637,3637,1,0,78
3638,3638,1,0,26
3639,3639,1,1,50
3640,3640,0,0,68
3641,3641,1,1,86
3642,3642,0,0,32
3643,3643,0,0,37
3644,3644,0,0,77
3645,3645,0,0,96
3646,3646,1,0,25
3647,3647,0,0,85
3648,3648,1,1,29
3649,3649,1,1,95
3650,3650,1,0,86
3651,3651,1,0,92
3652,3652,1,0,78
3653,3653,1,0,3
3654,3654,1,1,28
3655,3655,1,1,58
3656,3656,1,0,66
3657,3657,0,0,82
3658,3658,1,0,38
3659,3659,0,0,78
3660,3660,1,1,66
3661,3661,1,1,95
3662,3662,1,0,45
3663,3663,1,1,97
3664,3664,1,0,65
3665,3665,0,0,14
3666,3666,1,0,71
3667,3667,0,0,51
3668,3668,1,0,80
3669,3669,1,1,85
3670,3670,1,1,28
3671,3671,1,1,41
3672,3672,0,0,60
3673,3673,0,0,50
3674,3674,1,0,75
3675,3675,1,1,90
3676,3676,1,1,7
3677,3677,0,0,17
3678,3678,1,1,23
3679,3679,0,0,29
3680,3680,0,0,43
3681,3681,1,1,86
3682,3682,1,0,8
3683,3683,1,1,22
3684,3684,1,1,51
3685,3685,1,1,75
3686,3686,1,1,26
3687,3687,0,0,35
3688,3688,0,0,72
3689,3689,1,1,46
3690,3690,0,0,77
3691,3691,1,1,92
3692,3692,0,0,80
3693,3693,1,1,39
3694,3694,1,0,66
3695,3695,1,1,86
3696,3696,1,1,85
3697,3697,0,0,70
3698,3698,1,0,8
3699,3699,0,0,38
3700,3700,1,0,57
3701,3701,0,0,81
3702,3702,1,1,94
3703,3703,0,0,27
3704,3704,1,0,61
3705,3705,1,1,94
3706,3706,1,1,17
3707,3707,0,1,32
3708,3708,0,0,27
3709,3709,0,0,65
3710,3710,1,1,49
3711,3711,1,1,77
3712,3712,1,1,0
3713,3713,1,1,1
3714,3714,0,0,38
3715,3715,1,1,48
3716,3716,1,1,39
3717,3717,0,0,72
3718,3718,0,0,27
3719,3719,1,1,12
3720,3720,1,0,35
3721,3721,1,0,12
3722,3722,1,0,78
3723,3723,1,1,87
3724,3724,0,0,46
3725,3725,1,1,0
3726,3726,1,1,95
3727,3727,1,1,90
3728,3728,0,0,61
3729,3729,0,0,34
3730,3730,1,0,10
3731,3731,1,1,97
3732,3732,1,0,48
3733,3733,1,1,63
3734,3734,1,1,51
3735,3735,0,1,59
3736,3736,0,0,96
3737,3737,1,1,85
3738,3738,1,1,69
3739,3739,0,0,74
3740,3740,0,0,37
3741,3741,0,0,95
3742,3742,1,1,51
3743,3743,1,1,69
3744,3744,0,0,99
3745,3745,0,0,79
3746,3746,0,1,33
3747,3747,1,1,97
3748,3748,1,1,48
3749,3749,1,1,64
3750,3750,1,0,80
3751,3751,1,1,0
3752,3752,1,1,0
3753,3753,1,0,5
3754,3754,1,0,45
3755,3755,1,0,13
3756,3756,1,1,90
3757,3757,1,0,85
3758,3758,1,1,56
3759,3759,0,0,72
3760,3760,0,0,38
3761,3761,0,0,83
3762,3762,1,1,91
3763,3763,1,1,85
3764,3764,1,1,56
3765,3765,0,0,28
3766,3766,0,0,10
3767,3767,1,0,93
3768,3768,1,1,77
3769,3769,1,1,81
3770,3770,1,1,82
3771,3771,0,0,44
3772,3772,1,1,66
3773,3773,0,0,47
3774,3774,1,1,49
3775,3775,1,1,0
3776,3776,1,0,70
3777,3777,1,1,63
3778,3778,1,0,99
3779,3779,1,0,14
3780,3780,1,1,5
3781,3781,1,1,26
3782,3782,1,1,24
3783,3783,1,1,86
3784,3784,0,0,26
3785,3785,0,0,44
3786,3786,1,1,1
3787,3787,1,1,94
3788,3788,1,1,74
3789,3789,1,1,6
3790,3790,1,1,25
3791,3791,0,0,47
3792,3792,1,0,90
3793,3793,0,1,84
3794,3794,1,1,40
3795,3795,1,1,41
3796,3796,0,0,23
3797,3797,1,0,76
3798,3798,1,1,19
3799,3799,0,0,55
3800,3800,1,1,49
3801,3801,1,1,57
3802,3802,1,0,85
3803,3803,1,0,63
3804,3804,1,1,91
3805,3805,1,1,63
3806,3806,1,1,94
3807,3807,0,0,4
3808,3808,1,0,59
3809,3809,1,1,21
3810,3810,0,0,76
3811,3811,1,1,47
3812,3812,0,0,72
3813,3813,1,1,60
3814,3814,0,1,78
3815,3815,1,1,25
3816,3816,0,0,28
3817,3817,1,1,97
3818,3818,1,1,96
3819,3819,1,0,3
3820,3820,1,0,46
3821,3821,1,0,85
3822,3822,1,1,56
3823,3823,0,0,64
3824,3824,0,0,86
3825,3825,1,1,41
3826,3826,0,0,13
3827,3827,1,0,38
3828,3828,1,1,83
3829,3829,0,1,15
3830,3830,1,0,77
3831,3831,1,1,15
3832,3832,1,1,47
3833,3833,1,1,68
3834,3834,0,1,32
3835,3835,0,0,5
3836,3836,0,0,10
3837,3837,1,1,69
3838,3838,1,1,49
3839,3839,1,1,86
3840,3840,1,0,89
3841,3841,1,1,36
3842,3842,1,1,59
3843,3843,1,1,67
3844,3844,0,0,2
3845,3845,1,1,72
3846,3846,1,0,3
3847,3847,1,0,62
3848,3848,1,0,60
3849,3849,1,1,97
3850,3850,1,0,40
3851,3851,1,1,69
3852,3852,1,0,4
3853,3853,1,1,94
3854,3854,0,1,38
3855,3855,1,1,39
3856,3856,1,1,87
3857,3857,1,1,48
3858,3858,0,0,66
3859,3859,0,0,80
3860,3860,0,1,73
3861,3861,0,0,77
3862,3862,1,1,1
3863,3863,1,1,10
3864,3864,1,1,41
3865,3865,1,0,47
3866,3866,0,0,99
3867,3867,1,0,87
3868,3868,1,1,13
3869,3869,0,1,35
3870,3870,1,1,57
3871,3871,0,0,27
3872,3872,1,1,39
3873,3873,1,1,8
3874,3874,1,0,55
3875,3875,1,1,21
3876,3876,0,0,19
3877,3877,1,0,97
3878,3878,1,1,90
3879,3879,0,0,11
3880,3880,1,0,63
3881,3881,1,0,78
3882,3882,1,0,44
3883,3883,0,0,67
3884,3884,0,0,78
3885,3885,0,0,57
3886,3886,0,0,72
3887,3887,0,0,37
3888,3888,1,0,9
3889,3889,1,0,75
3890,3890,1,1,73
3891,3891,1,0,84
3892,3892,0,0,73
3893,3893,0,0,40
3894,3894,1,0,12
3895,3895,1,1,25
3896,3896,1,1,7
3897,3897,0,0,81
3898,3898,0,0,65
3899,3899,0,0,15
3900,3900,0,0,29
3901,3901,0,0,87
3902,3902,1,1,67
3903,3903,1,1,54
3904,3904,1,0,77
3905,3905,1,1,60
3906,3906,1,1,9
3907,3907,1,0,54
3908,3908,1,0,34
3909,3909,1,1,68
3910,3910,1,1,25
3911,3911,1,1,71
3912,3912,1,1,20
3913,3913,1,1,89
3914,3914,1,0,24
3915,3915,1,1,84
3916,3916,1,0,4
3917,3917,1,0,59
3918,3918,1,0,26
3919,3919,1,1,18
3920,3920,1,0,37
3921,3921,1,0,98
3922,3922,0,0,55
3923,3923,0,0,80
3924,3924,1,1,94
3925,3925,1,1,5
3926,3926,1,0,43
3927,3927,1,1,97
3928,3928,1,1,23
3929,3929,1,1,93
3930,3930,0,0,38
3931,3931,1,1,17
3932,3932,1,1,1
3933,3933,1,0,58
3934,3934,1,0,31
3935,3935,1,1,8
3936,3936,1,0,45
3937,3937,1,1,28
3938,3938,1,1,23
3939,3939,1,1,19
3940,3940,1,1,88
3941,3941,1,1,87
3942,3942,1,1,82
3943,3943,1,0,26
3944,3944,1,0,33
3945,3945,0,0,12
3946,3946,0,0,10
3947,3947,0,0,33
3948,3948,1,0,91
3949,3949,1,1,76
3950,3950,1,1,76
3951,3951,0,0,88
3952,3952,0,0,62
3953,3953,1,0,70
3954,3954,1,1,17
3955,3955,1,1,78
3956,3956,1,1,56
3957,3957,1,1,75
3958,3958,0,0,96
3959,3959,0,0,65
3960,3960,1,0,90
3961,3961,1,0,38
3962,3962,1,1,51
3963,3963,1,0,27
3964,3964,1,1,71
3965,3965,1,1,96
3966,3966,1,1,6
3967,3967,1,1,40
3968,3968,1,0,51
3969,3969,1,0,47
3970,3970,1,1,37
3971,3971,1,1,41
3972,3972,1,0,66
3973,3973,1,1,67
3974,3974,0,1,89
3975,3975,1,1,82
3976,3976,1,0,14
3977,3977,1,0,23
3978,3978,1,0,6
3979,3979,1,1,98
3980,3980,0,0,46
3981,3981,1,0,7
3982,3982,0,0,33
3983,3983,1,0,64
3984,3984,0,0,33
3985,3985,1,0,15
3986,3986,1,1,1
3987,3987,1,1,29
3988,3988,1,0,38
3989,3989,0,0,14
3990,3990,1,1,40
3991,3991,0,0,59
3992,3992,1,1,60
3993,3993,1,1,79
3994,3994,1,0,63
3995,3995,1,1,6
3996,3996,0,1,50
3997,3997,1,1,31
3998,3998,1,1,21
3999,3999,1,0,52
4000,4000,1,1,71
4001,4001,1,1,1
4002,4002,0,0,10
4003,4003,1,0,34
4004,4004,0,0,38
4005,4005,1,0,77
4006,4006,0,0,2
4007,4007,1,0,37
4008,4008,1,0,7
4009,4009,1,1,70
4010,4010,1,1,20
4011,4011,1,0,93
4012,4012,1,0,41
4013,4013,0,0,83
4014,4014,1,1,87
4015,4015,0,0,32
4016,4016,1,0,30
4017,4017,1,1,30
4018,4018,0,0,11
4019,4019,1,1,85
4020,4020,1,1,32
4021,4021,1,1,14
4022,4022,1,1,51
4023,4023,1,0,24
4024,4024,1,1,5
4025,4025,1,1,49
4026,4026,0,0,53
4027,4027,1,0,89
4028,4028,1,1,48
4029,4029,0,0,46
4030,4030,1,0,7
4031,4031,1,1,94
4032,4032,1,0,37
4033,4033,1,1,94
4034,4034,1,1,94
4035,4035,0,1,47
4036,4036,0,0,35
4037,4037,1,1,61
4038,4038,1,1,41
4039,4039,1,0,50
4040,4040,1,0,84
4041,4041,1,1,76
4042,4042,1,1,18
4043,4043,0,0,35
4044,4044,1,0,80
4045,4045,1,1,62
4046,4046,0,0,46
4047,4047,1,1,41
4048,4048,1,1,69
4049,4049,1,1,34
4050,4050,0,0,11
4051,4051,0,0,26
4052,4052,1,0,62
4053,4053,0,1,94
4054,4054,1,0,99
4055,4055,1,1,45
4056,4056,0,0,46
4057,4057,1,1,27
4058,4058,1,0,91
4059,4059,0,0,31
4060,4060,1,1,56
4061,4061,1,1,20
4062,4062,0,1,13
4063,4063,0,0,6
4064,4064,1,1,75
4065,4065,0,0,89
4066,4066,1,0,83
4067,4067,0,0,33
4068,4068,1,1,95
4069,4069,0,0,71
4070,4070,0,0,96
4071,4071,0,0,57
4072,4072,1,1,43
4073,4073,1,1,96
4074,4074,1,0,95
4075,4075,1,0,66
4076,4076,1,0,81
4077,4077,1,1,9
4078,4078,1,0,44
4079,4079,1,0,99
4080,4080,1,1,87
4081,4081,1,1,79
4082,4082,0,0,45
4083,4083,1,0,59
4084,4084,0,0,78
4085,4085,1,0,62
4086,4086,1,0,96
4087,4087,0,0,20
4088,4088,1,1,49
4089,4089,0,0,79
4090,4090,0,0,2
4091,4091,1,0,26
4092,4092,1,1,71
4093,4093,1,1,76
4094,4094,0,0,3
4095,4095,1,1,81
4096,4096,1,0,30
4097,4097,1,1,99
4098,4098,1,1,64
4099,4099,0,0,70
4100,4100,1,1,0
4101,4101,1,0,6
4102,4102,0,0,50
4103,4103,1,1,82
4104,4104,0,0,49
4105,4105,1,1,69
4106,4106,1,1,8
4107,4107,1,1,3
4108,4108,1,0,74
4109,4109,1,0,89
4110,4110,0,0,35
4111,4111,0,1,61
4112,4112,0,0,57
4113,4113,0,0,18
4114,4114,1,1,86
4115,4115,0,0,3
4116,4116,1,1,95
4117,4117,0,0,66
4118,4118,1,0,42
4119,4119,0,0,14
4120,4120,0,1,16
4121,4121,1,1,68
4122,4122,1,1,17
4123,4123,1,0,41
4124,4124,1,0,49
4125,4125,1,1,20
4126,4126,0,0,27
4127,4127,1,1,75
4128,4128,0,0,92
4129,4129,1,0,13
4130,4130,1,1,60
4131,4131,0,0,65
4132,4132,1,1,62
4133,4133,1,1,17
4134,4134,1,0,37
4135,4135,0,0,80
4136,4136,1,0,59
4137,4137,0,0,76
4138,4138,1,0,38
4139,4139,0,0,92
4140,4140,1,0,79
4141,4141,0,1,46
4142,4142,1,0,49
4143,4143,1,1,44
4144,4144,1,0,0
4145,4145,0,0,45
4146,4146,0,0,33
4147,4147,1,1,48
4148,4148,1,1,1
4149,4149,0,1,96
4150,4150,1,0,57
4151,4151,0,0,45
4152,4152,0,0,17
4153,4153,1,1,97
4154,4154,1,0,44
4155,4155,1,0,43
4156,4156,1,0,63
4157,4157,0,0,4
4158,4158,1,0,37
4159,4159,1,1,20
4160,4160,1,0,49
4161,4161,1,1,19
4162,4162,1,0,16
4163,4163,0,0,78
4164,4164,1,1,21
4165,4165,1,1,79
4166,4166,1,1,40
4167,4167,1,0,68
4168,4168,1,0,74
4169,4169,0,0,73
4170,4170,1,1,46
4171,4171,1,1,94
4172,4172,1,1,68
4173,4173,1,0,13
4174,4174,0,0,10
4175,4175,0,0,62
4176,4176,0,0,3
4177,4177,0,0,50
4178,4178,0,0,2
4179,4179,1,1,60
4180,4180,0,0,2
4181,4181,1,1,21
4182,4182,0,0,46
4183,4183,1,1,39
4184,4184,1,0,65
4185,4185,0,0,37
4186,4186,1,1,20
4187,4187,1,1,21
4188,4188,1,0,99
4189,4189,1,1,68
4190,4190,1,0,88
4191,4191,0,0,21
4192,4192,1,1,49
4193,4193,1,1,69
4194,4194,1,1,17
4195,4195,0,0,23
4196,4196,1,0,81
4197,4197,0,0,3
4198,4198,0,0,80
4199,4199,0,0,78
4200,4200,1,1,17
4201,4201,1,0,13
4202,4202,1,1,95
4203,4203,0,0,40
4204,4204,0,0,96
4205,4205,1,1,24
4206,4206,1,0,22
4207,4207,1,1,23
4208,4208,1,1,94
4209,4209,1,0,33
4210,4210,1,1,90
4211,4211,1,0,8
4212,4212,1,0,68
4213,4213,1,1,52
4214,4214,1,1,20
4215,4215,0,0,63
4216,4216,1,0,54
4217,4217,1,1,53
4218,4218,1,0,3
4219,4219,1,1,4
4220,4220,0,0,49
4221,4221,1,1,53
4222,4222,0,0,33
4223,4223,0,0,9
4224,4224,1,0,47
4225,4225,0,0,21
4226,4226,1,1,5
4227,4227,1,0,35
4228,4228,1,1,71
4229,4229,1,1,54
4230,4230,1,1,54
4231,4231,1,1,17
4232,4232,1,1,56
4233,4233,1,1,54
4234,4234,1,1,15
4235,4235,1,1,69
4236,4236,0,0,15
4237,4237,1,1,24
4238,4238,0,0,43
4239,4239,1,1,8
4240,4240,0,0,99
4241,4241,1,1,77
4242,4242,0,0,7
4243,4243,1,0,66
4244,4244,0,1,30
4245,4245,1,1,94
4246,4246,1,0,27
4247,4247,0,0,46
4248,4248,1,0,75
4249,4249,0,0,27
4250,4250,0,0,19
4251,4251,1,1,8
4252,4252,0,1,61
4253,4253,0,0,79
4254,4254,0,0,77
4255,4255,0,0,50
4256,4256,1,1,37
4257,4257,1,1,2
4258,4258,1,1,86
4259,4259,1,1,20
4260,4260,1,1,90
4261,4261,1,1,49
4262,4262,0,0,30
4263,4263,1,0,29
4264,4264,1,0,34
4265,4265,1,1,46
4266,4266,1,0,43
4267,4267,0,0,34
4268,4268,0,0,96
4269,4269,1,1,51
4270,4270,1,1,87
4271,4271,0,0,91
4272,4272,1,1,41
4273,4273,0,0,45
4274,4274,1,0,72
4275,4275,0,0,73
4276,4276,1,1,19
4277,4277,0,1,50
4278,4278,0,0,44
4279,4279,1,0,79
4280,4280,1,1,79
4281,4281,1,0,17
4282,4282,1,0,73
4283,4283,0,0,42
4284,4284,0,0,35
4285,4285,1,0,97
4286,4286,0,0,89
4287,4287,0,0,16
4288,4288,1,0,29
4289,4289,1,1,0
4290,4290,1,0,19
4291,4291,0,0,20
4292,4292,1,0,91
4293,4293,1,0,75
4294,4294,1,0,97
4295,4295,0,0,74
4296,4296,1,1,13
4297,4297,1,0,61
4298,4298,0,0,50
4299,4299,1,1,85
4300,4300,0,0,1
4301,4301,0,0,32
4302,4302,0,0,98
4303,4303,0,0,42
4304,4304,1,0,50
4305,4305,1,0,3
4306,4306,1,1,25
4307,4307,1,1,13
4308,4308,1,1,50
4309,4309,1,1,56
4310,4310,1,0,60
4311,4311,1,0,30
4312,4312,0,0,10
4313,4313,1,1,34
4314,4314,0,0,10
4315,4315,1,1,1
4316,4316,1,1,58
4317,4317,1,0,35
4318,4318,0,0,27
4319,4319,1,0,77
4320,4320,1,1,42
4321,4321,1,1,22
4322,4322,1,0,87
4323,4323,1,1,38
4324,4324,0,0,98
4325,4325,1,1,9
4326,4326,1,0,32
4327,4327,1,0,12
4328,4328,0,0,32
4329,4329,0,0,48
4330,4330,1,1,96
4331,4331,1,0,61
4332,4332,1,0,9
4333,4333,1,0,43
4334,4334,1,1,9
4335,4335,0,0,89
4336,4336,0,1,70
4337,4337,1,0,32
4338,4338,1,0,32
4339,4339,0,0,37
4340,4340,1,1,0
4341,4341,0,0,64
4342,4342,1,1,75
4343,4343,1,1,68
4344,4344,1,0,27
4345,4345,1,0,15
4346,4346,0,0,83
4347,4347,0,0,31
4348,4348,1,0,10
4349,4349,0,0,72
4350,4350,0,0,27
4351,4351,1,0,30
4352,4352,0,0,89
4353,4353,1,0,59
4354,4354,0,0,65
4355,4355,0,1,28
4356,4356,0,0,62
4357,4357,0,1,69
4358,4358,1,0,49
4359,4359,0,0,11
4360,4360,1,1,57
4361,4361,1,0,16
4362,4362,1,0,56
4363,4363,0,0,65
4364,4364,1,1,75
4365,4365,1,1,50
4366,4366,0,1,81
4367,4367,1,0,10
4368,4368,1,1,83
4369,4369,0,0,1
4370,4370,0,0,52
4371,4371,1,0,93
4372,4372,1,1,36
4373,4373,1,1,51
4374,4374,1,1,6
4375,4375,0,0,65
4376,4376,1,1,82
4377,4377,1,1,1
4378,4378,1,0,97
4379,4379,0,0,25
4380,4380,0,0,59
4381,4381,1,1,49
4382,4382,1,1,94
4383,4383,1,0,39
4384,4384,1,0,25
4385,4385,1,1,98
4386,4386,0,0,3
4387,4387,1,1,58
4388,4388,0,0,24
4389,4389,0,0,80
4390,4390,1,0,64
4391,4391,1,1,1
4392,4392,1,1,24
4393,4393,1,1,46
4394,4394,0,0,70
4395,4395,1,0,45
4396,4396,0,1,54
4397,4397,0,0,74
4398,4398,1,0,96
4399,4399,1,0,2
4400,4400,0,1,24
4401,4401,1,1,95
4402,4402,1,1,27
4403,4403,1,1,83
4404,4404,1,1,89
4405,4405,0,0,14
4406,4406,0,0,68
4407,4407,1,0,24
4408,4408,1,1,49
4409,4409,1,1,5
4410,4410,1,1,80
4411,4411,1,0,53
4412,4412,1,1,75
4413,4413,0,0,33
4414,4414,0,0,75
4415,4415,0,0,31
4416,4416,1,1,69
4417,4417,0,0,88
4418,4418,1,1,24
4419,4419,0,0,56
4420,4420,1,1,2
4421,4421,1,1,68
4422,4422,0,0,77
4423,4423,1,1,75
4424,4424,1,1,75
4425,4425,1,1,41
4426,4426,0,1,81
4427,4427,1,0,44
4428,4428,0,0,89
4429,4429,1,0,31
4430,4430,0,0,50
4431,4431,1,1,18
4432,4432,1,1,43
4433,4433,1,1,0
4434,4434,0,0,16
4435,4435,1,1,15
4436,4436,1,1,7
4437,4437,1,1,17
4438,4438,0,0,56
4439,4439,1,0,92
4440,4440,1,0,79
4441,4441,1,1,34
4442,4442,1,0,74
4443,4443,1,1,86
4444,4444,1,1,20
4445,4445,1,1,50
4446,4446,1,0,72
4447,4447,1,1,14
4448,4448,0,0,69
4449,4449,1,0,88
4450,4450,0,0,11
4451,4451,1,0,4
4452,4452,1,0,77
4453,4453,1,1,1
4454,4454,1,0,79
4455,4455,1,1,12
4456,4456,1,1,87
4457,4457,0,1,18
4458,4458,1,1,65
4459,4459,1,1,1
4460,4460,0,1,52
4461,4461,1,1,48
4462,4462,1,1,83
4463,4463,1,1,58
4464,4464,0,0,89
4465,4465,1,0,56
4466,4466,1,1,94
4467,4467,1,1,50
4468,4468,1,1,13
4469,4469,0,0,80
4470,4470,1,1,97
4471,4471,0,0,28
4472,4472,1,1,7
4473,4473,1,0,21
4474,4474,1,0,19
4475,4475,1,1,22
4476,4476,1,1,54
4477,4477,1,1,75
4478,4478,1,1,75
4479,4479,0,0,73
4480,4480,0,0,25
4481,4481,1,1,75
4482,4482,0,0,4
4483,4483,1,1,75
4484,4484,0,0,11
4485,4485,0,0,30
4486,4486,0,0,38
4487,4487,1,1,48
4488,4488,1,0,18
4489,4489,0,0,71
4490,4490,0,0,8
4491,4491,0,0,74
4492,4492,1,1,60
4493,4493,1,0,65
4494,4494,0,1,44
4495,4495,0,0,4
4496,4496,1,1,43
4497,4497,1,0,65
4498,4498,1,1,85
4499,4499,1,1,96
4500,4500,0,0,2
4501,4501,1,1,66
4502,4502,1,1,62
4503,4503,0,0,93
4504,4504,0,0,63
4505,4505,0,0,38
4506,4506,1,1,58
4507,4507,1,0,12
4508,4508,0,0,15
4509,4509,0,0,27
4510,4510,1,0,27
4511,4511,1,1,81
4512,4512,1,1,21
4513,4513,1,1,29
4514,4514,0,0,67
4515,4515,1,1,58
4516,4516,0,0,34
4517,4517,1,0,89
4518,4518,1,0,5
4519,4519,1,1,15
4520,4520,1,1,10
4521,4521,1,1,37
4522,4522,1,1,95
4523,4523,0,0,2
4524,4524,1,0,30
4525,4525,0,0,5
4526,4526,0,0,2
4527,4527,1,0,33
4528,4528,1,1,40
4529,4529,1,0,50
4530,4530,0,0,96
4531,4531,1,1,14
4532,4532,0,0,4
4533,4533,1,0,72
4534,4534,1,1,53
4535,4535,1,1,91
4536,4536,1,1,81
4537,4537,0,0,64
4538,4538,1,1,16
4539,4539,0,0,65
4540,4540,1,1,90
4541,4541,1,0,33
4542,4542,1,1,52
4543,4543,1,1,41
4544,4544,0,1,46
4545,4545,1,0,38
4546,4546,0,0,7
4547,4547,1,1,56
4548,4548,1,0,43
4549,4549,1,0,80
4550,4550,1,0,65
4551,4551,1,1,46
4552,4552,1,1,92
4553,4553,1,1,52
4554,4554,1,1,75
4555,4555,1,0,78
4556,4556,1,1,60
4557,4557,1,1,70
4558,4558,0,0,16
4559,4559,0,0,75
4560,4560,0,0,46
4561,4561,1,0,8
4562,4562,1,0,61
4563,4563,0,0,31
4564,4564,1,1,24
4565,4565,0,0,19
4566,4566,1,0,30
4567,4567,1,1,70
4568,4568,1,0,25
4569,4569,1,0,7
4570,4570,1,0,28
4571,4571,1,1,67
4572,4572,1,1,53
4573,4573,1,1,28
4574,4574,0,0,46
4575,4575,1,1,54
4576,4576,1,0,74
4577,4577,1,1,66
4578,4578,1,1,41
4579,4579,1,1,4
4580,4580,1,0,95
4581,4581,1,1,47
4582,4582,1,0,52
4583,4583,1,0,59
4584,4584,1,1,68
4585,4585,1,1,21
4586,4586,0,0,86
4587,4587,0,0,83
4588,4588,1,1,58
4589,4589,0,0,30
4590,4590,1,1,18
4591,4591,1,1,24
4592,4592,1,1,30
4593,4593,1,0,78
4594,4594,0,0,85
4595,4595,1,1,86
4596,4596,0,1,18
4597,4597,1,1,76
4598,4598,1,1,68
4599,4599,1,1,56
4600,4600,1,0,70
4601,4601,0,0,93
4602,4602,1,1,97
4603,4603,1,0,72
4604,4604,1,0,7
4605,4605,1,0,84
4606,4606,1,0,43
4607,4607,1,0,61
4608,4608,1,1,33
4609,4609,1,0,42
4610,4610,1,1,89
4611,4611,1,1,42
4612,4612,0,0,50
4613,4613,1,0,92
4614,4614,0,0,27
4615,4615,1,0,49
4616,4616,1,1,7
4617,4617,1,0,52
4618,4618,1,1,66
4619,4619,1,0,99
4620,4620,1,0,96
4621,4621,1,0,34
4622,4622,0,0,43
4623,4623,1,1,11
4624,4624,1,1,92
4625,4625,1,1,29
4626,4626,1,1,4
4627,4627,1,0,3
4628,4628,0,0,4
4629,4629,0,1,10
4630,4630,1,0,90
4631,4631,1,1,94
4632,4632,1,1,29
4633,4633,0,0,81
4634,4634,0,0,55
4635,4635,1,1,21
4636,4636,1,0,66
4637,4637,1,1,57
4638,4638,0,0,65
4639,4639,1,1,37
4640,4640,1,1,0
4641,4641,1,1,1
4642,4642,1,0,56
4643,4643,0,0,73
4644,4644,1,1,80
4645,4645,0,0,72
4646,4646,1,0,8
4647,4647,1,0,23
4648,4648,0,0,63
4649,4649,0,0,72
4650,4650,0,0,30
4651,4651,1,1,68
4652,4652,1,1,72
4653,4653,0,0,51
4654,4654,0,0,2
4655,4655,0,0,54
4656,4656,0,0,39
4657,4657,1,0,52
4658,4658,1,1,90
4659,4659,0,0,1
4660,4660,0,1,59
4661,4661,1,1,71
4662,4662,0,0,30
4663,4663,1,1,89
4664,4664,1,0,28
4665,4665,0,0,44
4666,4666,0,0,57
4667,4667,0,0,42
4668,4668,1,1,20
4669,4669,1,0,18
4670,4670,0,0,60
4671,4671,1,1,79
4672,4672,1,0,45
4673,4673,1,0,96
4674,4674,0,0,90
4675,4675,0,1,95
4676,4676,0,0,78
4677,4677,0,0,46
4678,4678,0,0,13
4679,4679,0,0,4
4680,4680,1,0,81
4681,4681,1,0,87
4682,4682,1,0,33
4683,4683,1,1,9
4684,4684,0,0,62
4685,4685,1,0,59
4686,4686,1,1,7
4687,4687,1,0,64
4688,4688,1,0,70
4689,4689,1,0,25
4690,4690,1,1,46
4691,4691,1,1,89
4692,4692,0,0,41
4693,4693,1,1,58
4694,4694,0,0,17
4695,4695,1,1,91
4696,4696,0,0,74
4697,4697,1,1,57
4698,4698,1,1,75
4699,4699,1,1,5
4700,4700,1,0,80
4701,4701,1,1,70
4702,4702,0,0,55
4703,4703,1,1,34
4704,4704,0,0,61
4705,4705,1,1,54
4706,4706,0,0,77
4707,4707,0,0,27
4708,4708,0,0,72
4709,4709,1,0,31
4710,4710,0,0,92
4711,4711,1,0,43
4712,4712,1,0,33
4713,4713,1,0,79
4714,4714,1,0,63
4715,4715,0,0,4
4716,4716,1,1,1
4717,4717,1,1,99
4718,4718,1,0,27
4719,4719,0,0,33
4720,4720,1,1,74
4721,4721,1,1,93
4722,4722,1,1,20
4723,4723,1,1,60
4724,4724,0,0,81
4725,4725,1,1,40
4726,4726,0,1,96
4727,4727,1,0,92
4728,4728,0,0,31
4729,4729,1,0,47
4730,4730,1,1,52
4731,4731,1,1,89
4732,4732,1,0,6
4733,4733,1,0,93
4734,4734,1,0,94
4735,4735,1,0,54
4736,4736,1,1,15
4737,4737,1,0,96
4738,4738,0,0,26
4739,4739,1,1,49
4740,4740,1,0,13
4741,4741,1,1,41
4742,4742,0,0,6
4743,4743,1,1,30
4744,4744,1,1,76
4745,4745,1,0,21
4746,4746,1,1,82
4747,4747,0,0,47
4748,4748,0,0,95
4749,4749,0,0,74
4750,4750,1,1,46
4751,4751,1,1,14
4752,4752,1,1,43
4753,4753,1,1,32
4754,4754,1,0,34
4755,4755,0,0,53
4756,4756,0,0,89
4757,4757,1,1,19
4758,4758,0,0,15
4759,4759,1,1,67
4760,4760,1,1,0
4761,4761,0,0,65
4762,4762,1,0,32
4763,4763,0,1,71
4764,4764,0,0,23
4765,4765,1,1,8
4766,4766,0,0,36
4767,4767,1,0,53
4768,4768,0,0,96
4769,4769,0,0,96
4770,4770,1,0,30
4771,4771,0,0,26
4772,4772,1,1,7
4773,4773,0,0,5
4774,4774,1,0,56
